Year,st,State,Share of Total Wealth Earned by Richest 10%,Share of Total Wealth Earned by Richest 5%,Share of Total Wealth Earned by Richest 1%,Share of Total Wealth Earned by Richest 0.5%,Share of Total Wealth Earned by Richest 0.1%,Share of Total Wealth Earned by Richest 0.01%,Average Income,Total Income,Adjusted Gross Income,Consumer Price Index 2014
1957,50,Wisconsin,30.6792916,20.80292686,9.288094928,6.604250966,2.814812562,0.80719577,4314.243743,6329481.143,6157596,7.717984296
1958,50,Wisconsin,30.47102715,20.31503881,8.657576336,6.04981154,2.591196349,0.724544551,4304.877657,6344354.871,6120661,7.513003189
1959,50,Wisconsin,29.88857623,20.03313807,8.612306682,6.045044492,2.582440981,0.753951971,4756.841394,7040611.698,6691462,7.461367429
1960,50,Wisconsin,30.17915729,20.07932296,8.554955147,5.9606493,2.549607621,0.827656003,4833.043269,7176290.895,6966723,7.335330817
1961,50,Wisconsin,30.43802033,20.38890611,8.725952971,6.140703851,2.636542661,0.837891188,4956.484936,7478825.203,6991732,7.26173218
1962,50,Wisconsin,30.33916097,20.08002727,8.426142788,5.820398073,2.397969569,0.685316928,5109.84993,7825445.339,7417043,7.189595767
1963,50,Wisconsin,30.77870027,20.4114839,8.583368586,5.847346948,2.376265166,0.680793924,5250.780866,8153091.578,7730346,7.095614123
1964,50,Wisconsin,30.65407137,20.34618806,8.875363423,6.060569384,2.525908593,0.778436126,5657.662268,8902225.183,8309201,7.004057812
1965,50,Wisconsin,31.04044305,20.70519701,8.940045628,6.246336387,2.641216716,0.922263553,6065.168326,9657132.555,9118446,6.892882291
1966,50,Wisconsin,30.0750983,20.24976214,8.72057787,5.896134571,2.445433737,0.746788629,6559.511704,10558216.79,10075284,6.701413339
1967,50,Wisconsin,30.99735918,21.15415189,9.256271231,6.387952063,2.759874785,0.938137324,6924.871483,11260031.44,10858994,6.500772221
1968,50,Wisconsin,30.92638422,20.98431037,9.235624024,6.373276391,2.769660813,0.935237509,7515.153239,12332912.1,11682685,6.239246901
1969,50,Wisconsin,29.90850887,19.70782074,8.357600716,5.796097892,2.478294218,0.835054523,7991.761515,13233080.34,12675790,5.916234119
1970,50,Wisconsin,29.04734455,18.80318798,7.416702668,5.064824934,2.026805195,0.596343211,8334.01178,13949619.23,13340519,5.596025571
1971,50,Wisconsin,29.87470856,19.61475489,7.804123841,5.243176471,2.128008563,0.658300777,8711.600567,14949632.42,14126826,5.361130671
1972,50,Wisconsin,30.07817224,19.67484821,8.121498727,5.543327259,2.397467539,0.855565666,9368.813002,16452431.74,15691720,5.194396942
1973,50,Wisconsin,29.25357471,18.71919549,7.520669462,5.046483211,2.007882575,0.59587096,10104.21164,18137833.92,17056936,4.890220544
1974,50,Wisconsin,30.17512987,19.40814791,7.431640107,4.977562892,2.000256201,0.582313167,10746.90339,19713243.21,18776874,4.404174283
1975,50,Wisconsin,29.92045343,19.23943229,7.68584876,5.144533349,1.959550406,0.526516652,11110.79978,20842898.58,19639183,4.035795393
1976,50,Wisconsin,30.34463403,19.57033395,7.738178858,5.218271029,1.970084908,0.531009736,12030.21773,23072865.73,21774823,3.815919019
1977,50,Wisconsin,30.50661942,19.712248,7.817808115,5.230561022,2.03530369,0.558920421,13042.65353,25590897.08,23781266,3.582933864
1978,50,Wisconsin,31.22600759,20.36932507,7.803881053,5.343428642,2.035849823,0.534690999,14147.42082,28415509.33,27505082,3.330150187
1979,50,Wisconsin,30.89654484,20.04763232,8.378174842,5.74251642,2.397345583,0.717685671,15946.89944,32215764.42,30541036,3.039053142
1980,50,Wisconsin,31.41029025,20.00930134,8.273658827,5.590307872,2.346808354,0.712979161,16706.90088,34982479.5,32756618,2.735386935
1981,50,Wisconsin,33.28082571,20.65489868,8.518972803,5.942207198,2.617521518,0.891855368,17270.18249,37369842.6,35292069,2.49761264
1982,50,Wisconsin,31.60533686,21.44381933,9.870163844,7.28211377,3.817738391,1.585137233,18471.51939,38869484.33,35212388,2.355472083
1983,50,Wisconsin,32.03420038,22.46456109,11.23925011,7.947615709,4.262841077,1.735511067,18558.74087,38866526.64,,2.259049249
1984,50,Wisconsin,32.31233575,22.12174759,10.3918304,7.391896764,3.870485246,1.555435735,19993.82801,42590961.6,,2.170210234
1985,50,Wisconsin,33.11665902,22.17454958,9.785675987,7.013540069,3.454823835,1.188632815,21252.11433,46061360.8,,2.098175495
1986,50,Wisconsin,36.18184075,25.54506016,12.95704649,10.0104216,5.534691077,2.296919195,23185.328,51151424.27,44928005,2.060863542
1987,50,Wisconsin,34.33796351,23.01566175,10.13216235,7.303025986,3.493880657,1.212647143,23379.03996,51182475.56,50642198,1.993507337
1988,50,Wisconsin,37.85902568,26.54822956,13.16988514,9.997809989,5.272114588,2.024859139,24986.69626,55882902.36,56322304,1.922940705
1989,50,Wisconsin,35.94890993,24.56914074,11.3300948,8.315276812,4.092057634,1.460133577,26003.20571,59473843.01,59257301,1.843412935
1990,50,Wisconsin,36.48400569,25.08630827,12.07495208,9.105957119,4.705452911,1.807365323,27171.47811,62192130.54,63048274,1.755897371
1991,50,Wisconsin,36.92109593,25.09145366,11.69590446,8.634066773,4.304169985,1.578166023,27228.23402,63465725.7,64917207,1.695113016
1992,50,Wisconsin,37.52483341,26.49769419,13.05454671,9.906614789,5.26282056,2.107453528,28660.80885,67894633.08,69840579,1.653198666
1993,50,Wisconsin,37.14699818,26.00107652,12.38957386,9.281691856,4.8183608,1.883050836,29567.87936,70530243.69,72199663,1.613307097
1994,50,Wisconsin,37.77095228,26.41984473,12.8373515,9.682590725,5.145411199,2.070160883,30773.20487,74998693.15,76869730,1.579589639
1995,50,Wisconsin,38.59603646,26.99588821,13.34376371,10.05590709,5.297362306,2.048782385,32782.7427,79690167.77,82048754,1.542447558
1996,50,Wisconsin,39.11412016,27.83018858,14.22018762,10.90160663,5.990137528,2.456444041,35552.5154,85972079.48,87898859,1.502453239
1997,50,Wisconsin,39.81399016,28.76180308,15.09443433,11.64897408,6.496331074,2.643115683,38043.69918,93914542.63,95391823,1.470675463
1998,50,Wisconsin,40.01927512,29.26262724,15.7433556,12.2890503,7.066434159,2.964917753,41061.28075,102948155.3,103178696,1.450428367
1999,50,Wisconsin,39.70472834,28.93981762,15.19517876,11.71566621,6.444581289,2.476950739,43179.65947,110515283.5,109497163,1.420791498
2000,50,Wisconsin,39.87175347,29.37305514,15.7928884,12.33018535,7.115094025,2.986032536,45315.60749,116315127,116346242,1.37472392
2001,50,Wisconsin,38.61159273,27.68566415,14.00887662,10.61611586,5.74859177,2.305091101,42738.29917,113453719.4,114224632,1.337183383
2002,50,Wisconsin,39.24395137,28.07115885,14.17465314,10.85316556,5.975765153,2.477174955,41296.84356,112772171.2,113637876,1.315926115
2003,50,Wisconsin,39.03830751,27.93873997,14.23886971,10.94317075,6.085427628,2.572142272,43329.985,116493888.8,117029363,1.287181338
2004,50,Wisconsin,39.57469122,28.94899659,15.20015385,11.84939505,6.768866592,2.885795634,46551.89118,126867959.6,124451141,1.253308145
2005,50,Wisconsin,40.85470428,29.63290417,16.463457,13.01054099,7.575190447,3.246791034,48616.25465,135423117.5,132137153,1.212653225
2006,50,Wisconsin,42.25515546,30.84477462,17.68901556,14.15662238,8.433067545,3.730919628,50973.13306,144339958.2,141048306,1.174156297
2007,50,Wisconsin,41.7397976,30.62743846,17.55368715,14.06465346,8.428773761,3.810570231,54543.08408,153574766.5,149072266,1.141765778
2008,50,Wisconsin,41.5016529,29.65153799,16.39814439,12.99920887,7.728399568,3.550847826,51415.49879,146352687.7,145009304,1.099548079
2009,50,Wisconsin,41.35153998,28.76601524,15.35717857,12.02126079,7.082164442,3.349021767,47165.56656,136782006.1,139548333,1.103473993
2010,50,Wisconsin,42.20152088,29.78074125,15.79389241,12.3670475,7.252795944,3.481417288,48503.90283,142178168.6,143791953,1.085666067
2011,50,Wisconsin,42.10525731,29.81101899,15.6191798,12.13488913,6.943779712,3.128198706,49873.10395,147676904.1,148183780,1.05244533
2012,50,Wisconsin,43.56177284,31.80801189,17.707817,14.04158652,8.213803198,3.646421008,53429.01446,158920480,158743676,1.031107085
1917,51,Wyoming,32.98119445,23.70785365,12.13521676,8.958859004,3.956609369,0.978894923,1402.491959,105019.3826,28855.603,16.9433874
1918,51,Wyoming,34.97304489,25.93914377,13.21864093,9.401196102,3.895409724,0.911273566,1184.175354,90847.43107,26413.937,14.42629881
1919,51,Wyoming,24.62954386,16.92023719,7.813824724,5.490254474,2.283061233,0.550736616,2087.655173,166253.6005,52463.959,12.56034896
1920,51,Wyoming,20.88210538,13.50752222,5.505312417,3.766638775,1.496696497,0.350409842,2144.957264,178351.111,63244.529,10.84376794
1921,51,Wyoming,24.61947467,15.76856615,6.448989817,4.514982574,1.930601502,0.554625613,1684.732749,142612.3634,51051.629,12.1385462
1922,51,Wyoming,26.01873696,17.19387531,7.122932353,4.929236767,2.009163188,0.432423908,1592.499127,136472.8145,48826.743,12.96067881
1923,51,Wyoming,24.81834237,15.71273166,6.034659894,4.269230487,1.766084273,0.41053904,1826.603604,158976.2154,57376.054,12.73240854
1924,51,Wyoming,26.09465415,16.43299075,6.595281055,4.587732771,1.900952952,0.580868729,1893.441441,167686.8354,60751.853,12.70754055
