Jurisdiction of Compiled,Type,Region,Year,StateYear,Prison Population,Incarceration Rate,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,State Politics,"Offending rate, 14-17","Offending rate, 14-24",Unemployment Rate,Poverty Rate,Abortion rate,State Governor,FIPS,Jurisdiction of state_short_new,Private Prison Share,Abortion Leagal,Red_Blue,State,Median_income,per_white_alone,per_black,Conservative,Moderate,Liberal,VeryReligious,Per_noHS,Per_poverty,REGION,DIVISION,POPESTIMATE2013
South Dakota,Overall,2,2010,South Dakota2010,3434,420,816598,2196,23,385,154,1634,15188,3192,11196,800,268.9,2.8,47.1,18.9,200.1,1859.9,390.9,1371.1,98,Republican,,,0.05,0.136,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2011,South Dakota2011,3535,426,823593,2105,20,503,167,1415,15299,2927,11423,949,255.6,2.4,61.1,20.3,171.8,1857.6,355.4,1387,115.2,Republican,,,0.047,0.145,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2012,South Dakota2012,3650,434,833354,2682,25,585,158,1914,17168,3258,12845,1065,321.8,3,70.2,19,229.7,2060.1,391,1541.4,127.8,Republican,,,0.043,0.128381583,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2013,South Dakota2013,3651,428,,,,,,,,,,,,,,,,,,,,,,,0.038,0.103,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
Tennessee,Overall,3,1978,Tennessee1978,5835,131,4357000,16671,411,1335,6639,8286,144121,52876,76948,14297,382.6,9.4,30.6,152.4,190.2,3307.8,1213.6,1766.1,328.1,Democrat,5.6,14.5,0.058,,19.5,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1979,Tennessee1979,6629,146,4380000,18135,430,1511,7277,8917,157651,56710,84850,16091,414,9.8,34.5,166.1,203.6,3599.3,1294.7,1937.2,367.4,Democrat,7.2,17.4,0.058,,20.4,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1980,Tennessee1980,7022,153,4545590,20824,489,1700,8208,10427,183632,68251,98876,16505,458.1,10.8,37.4,180.6,229.4,4039.8,1501.5,2175.2,363.1,Democrat,7.1,17.8,0.074,0.196,20.8,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1981,Tennessee1981,7897,171,4610000,19019,448,1735,7916,8920,179737,63811,100526,15400,412.6,9.7,37.6,171.7,193.5,3898.9,1384.2,2180.6,334.1,Democrat,6.7,17.7,0.09,0.209,19.5,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1982,Tennessee1982,7869,169,4651000,19586,452,1651,8173,9310,185692,59934,110316,15442,421.1,9.7,35.5,175.7,200.2,3992.5,1288.6,2371.9,332,Democrat,8.3,21.6,0.117,0.236,20.5,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1983,Tennessee1983,8201,176,4685000,18836,410,1682,8094,8650,169110,56498,97785,14827,402,8.8,35.9,172.8,184.6,3609.6,1205.9,2087.2,316.5,Democrat,7.7,18.6,0.115,0.2,,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1984,Tennessee1984,7307,156,4717000,21010,394,1887,7867,10862,162462,53002,92176,17284,445.4,8.4,40,166.8,230.3,3444.2,1123.6,1954.1,366.4,Democrat,8.8,17.5,0.085,0.174,17.5,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1985,Tennessee1985,7127,151,4762000,22592,429,2027,8614,11522,175827,55563,97159,23105,474.4,9,42.6,180.9,242,3692.3,1166.8,2040.3,485.2,Democrat,6.6,16.4,0.079,0.181,17.1,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1986,Tennessee1986,7591,160,4803000,25919,501,2256,9978,13184,191861,63649,102103,26109,539.6,10.4,47,207.7,274.5,3994.6,1325.2,2125.8,543.6,Democrat,12.3,23,0.079,0.183,,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1987,Tennessee1987,7639,160,4855000,25900,444,2133,9409,13914,200616,65632,107459,27525,533.5,9.1,43.9,193.8,286.6,4132.2,1351.8,2213.4,566.9,Democrat,13.8,20.3,0.066,0.169,16.8,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1988,Tennessee1988,7732,160,4919000,26205,461,2201,8537,15006,193647,60894,106052,26701,532.7,9.4,44.7,173.6,305.1,3936.7,1237.9,2156,542.8,Democrat,13.3,20.8,0.058,0.18,17.1,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1989,Tennessee1989,10630,219,4940000,27118,417,2270,7926,16505,195854,59621,109908,26325,548.9,8.4,46,160.4,334.1,3964.7,1206.9,2224.9,532.9,Democrat,11.6,23,0.051,0.184,,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1990,Tennessee1990,10388,212,4877185,32698,511,2415,9325,20447,213648,61646,124127,27875,670.4,10.5,49.5,191.2,419.2,4380.6,1264,2545.1,571.5,Democrat,19.4,27.8,0.053,0.169,,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1991,Tennessee1991,11474,231,4953000,35955,547,2299,10543,22566,229856,67608,131855,30393,725.9,11,46.4,212.9,455.6,4640.7,1365,2662.1,613.6,Democrat,26.8,31.8,0.068,0.155,16.7,,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1992,Tennessee1992,11849,235,5024000,37487,520,2377,10964,23626,220534,63665,127934,28935,746.2,10.4,47.3,218.2,470.3,4389.6,1267.2,2546.5,575.9,Democrat,25.3,31.7,0.065,0.17,16.2,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1993,Tennessee1993,12824,250,5099000,39047,521,2544,11224,24758,228117,60299,137683,30135,765.8,10.2,49.9,220.1,485.5,4473.8,1182.6,2700.2,591,Democrat,25,35.8,0.058,0.196,,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1994,Tennessee1994,14401,275,5175000,38705,482,2545,10735,24943,226247,59080,138173,28994,747.9,9.3,49.2,207.4,482,4371.9,1141.6,2670,560.3,Democrat,22,31.3,0.048,0.146,,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1995,Tennessee1995,15206,285,5256000,40549,557,2477,11732,25783,241315,60086,147143,34086,771.5,10.6,47.1,223.2,490.5,4591.2,1143.2,2799.5,648.5,Democrat,28.7,35.3,0.052,0.155,,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1996,Tennessee1996,15626,288,5320000,41175,503,2475,11902,26295,248729,61896,152405,34428,774,9.5,46.5,223.7,494.3,4675.4,1163.5,2864.8,647.1,Democrat,25.5,36.3,0.052,0.159,13.5,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1997,Tennessee1997,16659,303,5368000,42389,511,3056,11487,27335,253484,62899,156843,33742,789.7,9.5,56.9,214,509.2,4722.1,1171.7,2921.8,628.6,Democrat,19.3,38.3,0.053,0.143,,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1998,Tennessee1998,21438,385,5431000,38832,460,2485,9667,26220,234588,58432,148057,28099,715,8.5,45.8,178,482.8,4319.4,1075.9,2726.1,517.4,Democrat,14.3,31,0.043,0.134,,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,1999,Tennessee1999,22502,399,5483535,38111,391,2415,8598,26707,219302,51362,142685,25255,695,7.1,44,156.8,487,3999.3,936.7,2602.1,460.6,Democrat,,,0.04,0.119,13.4,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2000,Tennessee2000,22166,389,5689283,40233,410,2186,9465,28172,237985,56344,154111,27530,707.2,7.2,38.4,166.4,495.2,4183,990.4,2708.8,483.9,Democrat,,,0.039,0.135,13.8,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2001,Tennessee2001,23671,411,5749398,42776,423,2196,10219,29938,252992,59705,165015,28272,744,7.4,38.2,177.7,520.7,4400.3,1038.5,2870.1,491.7,Democrat,,,0.046,0.141,,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2002,Tennessee2002,24989,431,5789796,41562,420,2290,9413,29439,249399,61248,161610,26541,717.8,7.3,39.6,162.6,508.5,4307.6,1057.9,2791.3,458.4,Democrat,,,0.052,0.148,,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2003,Tennessee2003,25403,434,5845208,40409,396,2129,9413,28471,256565,63323,166769,26473,691.3,6.8,36.4,161,487.1,4389.3,1083.3,2853.1,452.9,Democrat,,,0.056,0.14,,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2004,Tennessee2004,25884,437,5893298,41113,357,2282,8863,29611,254991,60386,169828,24777,697.6,6.1,38.7,150.4,502.5,4326.8,1024.7,2881.7,420.4,Democrat,,,0.053,0.159,12.7,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2005,Tennessee2005,26369,440,5955745,45104,431,2194,10009,32470,256093,61508,169357,25228,757,7.2,36.8,168.1,545.2,4300,1032.8,2844,424,Democrat,,,0.056,0.149,12.4,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2006,Tennessee2006,25745,423,6038803,46043,419,2194,11143,32287,249860,63024,164183,22653,762.5,6.9,36.3,184.5,534.7,4137.6,1043.7,2718.8,375.1,Democrat,,,0.052,0.149,,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2007,Tennessee2007,26267,426,6156719,46482,405,2201,11033,32843,252342,61817,168807,21718,755,6.6,35.7,179.2,533.4,4098.6,1004.1,2741.8,352.8,Democrat,,,0.047,0.148,12.4,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2008,Tennessee2008,27228,436,6214888,44913,412,2078,10804,31619,251089,65093,166793,19203,722.7,6.6,33.4,173.8,508.8,4040.1,1047.4,2683.8,309,Democrat,,,0.066,0.15,12.7,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2009,Tennessee2009,26965,428,6296254,41933,468,2019,9653,29793,237157,63832,158309,15016,666,7.4,32.1,153.3,473.2,3766.6,1013.8,2514.3,238.5,Democrat,,,0.105,0.165,,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2010,Tennessee2010,27451,432,6357436,38909,359,2173,8361,28016,232855,64293,153729,14833,612,5.6,34.2,131.5,440.7,3662.7,1011.3,2418.1,233.3,Democrat,,,0.097,0.167,,D,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2011,Tennessee2011,28479,443,6399787,38895,380,2095,8082,28338,230900,62830,153928,14142,607.8,5.9,32.7,126.3,442.8,3607.9,981.8,2405.2,221,Democrat,,,0.09,0.163,,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2012,Tennessee2012,28411,438,6456243,41550,388,2032,8169,30961,217664,56181,148503,12980,643.6,6,31.5,126.5,479.6,3371.4,870.2,2300.1,201,Democrat,,,0.078,0.185878019,,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Tennessee,Overall,3,2013,Tennessee2013,28521,438,,,,,,,,,,,,,,,,,,,,,,,0.078,0.181,,R,47,Tennessee,High Private Prison,0,Red,TN,43989,0.76,0.17,44.2,34.6,17.9,50.3,16.82,12.68,3,6,6495978
Texas,Overall,3,1978,Texas1978,24575,182,13014000,56650,1853,4927,21395,28475,666514,209770,398923,57821,435.3,14.2,37.9,164.4,218.8,5121.5,1611.9,3065.3,444.3,Democrat,15.4,25.6,0.048,,27.3,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1979,Texas1979,26522,191,13385000,67988,2235,6043,25667,34043,725109,239758,412515,72836,507.9,16.7,45.1,191.8,254.3,5417.3,1791.2,3081.9,544.2,Democrat,17.1,30.7,0.043,,27.2,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1980,Texas1980,29892,208,14169829,77978,2392,6700,29547,39339,792480,262600,450792,79088,550.3,16.9,47.3,208.5,277.6,5592.7,1853.2,3181.4,558.1,Democrat,15.4,33.5,0.051,0.157,28.7,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1981,Texas1981,31502,214,14755000,78560,2446,6821,28528,40765,814163,275978,454879,83306,532.4,16.6,46.2,193.3,276.3,5517.9,1870.4,3082.9,564.6,Democrat,15.1,30.3,0.053,0.154,29.2,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1982,Texas1982,36149,236,15280000,88178,2466,6816,33618,45278,874799,285967,501727,87105,577.1,16.1,44.6,220,296.3,5725.1,1871.5,3283.6,570.1,Democrat,15.3,28.7,0.069,0.162,27,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1983,Texas1983,35259,224,15724000,80546,2239,6333,29769,42205,848312,262198,503582,82532,512.2,14.2,40.3,189.3,268.4,5395,1667.5,3202.6,524.9,Democrat,13,27.8,0.079,0.16,,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1984,Texas1984,36682,229,15989000,80737,2093,7343,28540,42761,883391,266074,529518,87799,505,13.1,45.9,178.5,267.4,5525,1664.1,3311.8,549.1,Democrat,13.9,29.9,0.061,0.157,24.9,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1985,Texas1985,37532,231,16370000,90030,2132,8364,31680,47854,985265,289825,595912,99528,550,13,51.1,193.5,292.3,6018.7,1770.5,3640.3,608,Democrat,17.1,29.8,0.07,0.159,24.5,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1986,Texas1986,38534,233,16682000,109925,2258,8607,40021,59039,1125897,341747,665029,119121,658.9,13.5,51.6,239.9,353.9,6749.2,2048.6,3986.5,714.1,Democrat,15.6,28.7,0.088,0.173,,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1987,Texas1987,38821,234,16789000,105961,1959,8068,38053,57881,1190558,355597,711594,123367,631.1,11.7,48.1,226.7,344.8,7091.3,2118,4238.5,734.8,Democrat,15.9,26.9,0.084,0.176,23.9,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1988,Texas1988,40437,243,16780000,109499,2022,8119,39301,60057,1235870,361972,739642,134256,652.6,12.1,48.4,234.2,357.9,7365.1,2157.2,4407.9,800.1,Democrat,20.2,30.8,0.073,0.18,24,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1989,Texas1989,44022,262,16991000,111889,2029,7951,37913,63996,1234977,342346,741660,150971,658.5,11.9,46.8,223.1,376.6,7268.4,2014.9,4365,888.5,Democrat,20.1,29.6,0.067,0.171,,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1990,Texas1990,50042,293,16986510,129343,2389,8750,44297,73907,1200151,314512,731224,154415,761.4,14.1,51.5,260.8,435.1,7065.3,1851.5,4304.7,909,Democrat,31.5,43.7,0.063,0.159,,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1991,Texas1991,51677,297,17349000,145743,2652,9266,49700,84125,1210784,312693,734261,163830,840.1,15.3,53.4,286.5,484.9,6979,1802.4,4232.3,944.3,Democrat,41.9,53.2,0.069,0.175,22.3,,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1992,Texas1992,60467,340,17656000,142369,2239,9437,44588,86105,1103779,268928,689780,145071,806.3,12.7,53.4,252.5,487.7,6251.6,1523.2,3906.8,821.7,Democrat,41.2,45.6,0.076,0.183,22.4,D,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1993,Texas1993,92013,507,18031000,137419,2147,9922,40469,84881,1023612,233913,664862,124837,762.1,11.9,55,224.4,470.8,5677,1297.3,3687.3,692.3,Democrat,43,48.4,0.072,0.174,,D,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1994,Texas1994,118195,637,18378000,129838,2022,9102,37643,81071,949387,214687,623947,110753,706.5,11,49.5,204.8,441.1,5165.9,1168.2,3395.1,602.6,Democrat,45.4,44.3,0.065,0.191,,D,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1995,Texas1995,127766,674,18724000,124303,1693,8563,33667,80380,940033,202642,632468,104923,663.9,9,45.7,179.8,429.3,5020.5,1082.3,3377.8,560.4,Democrat,31.2,34.7,0.061,0.174,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1996,Texas1996,132383,684,19128000,123270,1477,8376,32804,80613,968732,204390,659414,104928,644.4,7.7,43.8,171.5,421.4,5064.5,1068.5,3447.4,548.6,Split,23.2,28.6,0.057,0.166,19.6,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1997,Texas1997,140351,711,19439000,117126,1327,8011,30522,77266,948231,201059,645451,101721,602.5,6.8,41.2,157,397.5,4878,1034.3,3320.4,523.3,Split,16,24.8,0.053,0.167,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1998,Texas1998,144510,717,19760000,111566,1346,7913,28677,73630,898496,194883,606967,96646,564.6,6.8,40,145.1,372.6,4547,986.3,3071.7,489.1,Split,16.8,27,0.049,0.151,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,1999,Texas1999,163190,753,20044141,112306,1217,7614,29405,74070,896261,190362,613862,92037,560.3,6.1,38,146.7,369.5,4471.4,949.7,3062.6,459.2,Split,,,0.047,0.152,18.3,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2000,Texas2000,166719,754,20851820,113653,1238,7856,30257,74302,919658,188975,637522,93161,545.1,5.9,37.7,145.1,356.3,4410.4,906.3,3057.4,446.8,Republican,,,0.043,0.155,18.4,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2001,Texas2001,162070,717,21370983,122155,1332,8169,35348,77306,976654,204362,669625,102667,571.6,6.2,38.2,165.4,361.7,4570,956.3,3133.3,480.4,Republican,,,0.05,0.149,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2002,Texas2002,162003,699,21736925,126018,1302,8508,37580,78628,1004274,212602,688992,102680,579.7,6,39.1,172.9,361.7,4620.1,978.1,3169.7,472.4,Republican,,,0.064,0.156,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2003,Texas2003,166911,710,22103374,122246,1422,8025,37017,75782,1016735,219877,698644,98214,553.1,6.4,36.3,167.5,342.9,4599.9,994.8,3160.8,444.3,Republican,,,0.067,0.17,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2004,Texas2004,168105,703,22471549,121554,1364,8388,35817,75985,1010702,220118,696507,94077,540.9,6.1,37.3,159.4,338.1,4497.7,979.5,3099.5,418.6,Republican,,,0.059,0.165,17.2,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2005,Texas2005,169003,698,22928508,121091,1407,8511,35790,75383,990293,219828,677042,93423,528,6.1,37.1,156.1,328.8,4319,958.8,2953,408,Republican,,,0.054,0.162,17.1,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2006,Texas2006,172116,694,23507783,121602,1386,8429,37256,74531,959846,215710,648711,95425,517.3,5.9,35.9,158.5,317,4083.1,917.6,2759.6,405.9,Republican,,,0.049,0.164,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2007,Texas2007,171790,678,23904380,122014,1419,8460,38778,73357,985421,228320,663101,94000,510.4,5.9,35.4,162.2,306.9,4122.3,955.1,2774,393.2,Republican,,,0.043,0.165,15.8,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2008,Texas2008,172506,671,24326974,123585,1370,8055,37739,76421,969865,230046,654435,85384,508,5.6,33.1,155.1,314.1,3986.8,945.6,2690.2,351,Republican,,,0.048,0.159,15.9,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2009,Texas2009,171249,654,24782302,121684,1330,8311,38022,74021,995082,240058,678455,76569,491,5.4,33.5,153.4,298.7,4015.3,968.7,2737.7,309,Republican,,,0.076,0.173,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2010,Texas2010,173649,652,25253466,113231,1249,7622,32843,71517,951246,228597,654626,68023,448.4,4.9,30.2,130.1,283.2,3766.8,905.2,2592.2,269.4,Republican,,,0.081,0.184,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2011,Texas2011,172224,633,25631778,104734,1130,7486,28620,67498,892810,215755,613131,63924,408.6,4.4,29.2,111.7,263.3,3483.2,841.7,2392.1,249.4,Republican,,,0.078,0.174,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2012,Texas2012,166372,601,26059203,106476,1144,7711,30382,67239,876059,204810,606253,64996,408.6,4.4,29.6,116.6,258,3361.8,785.9,2326.4,249.4,Republican,,,0.067,0.170490174,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
Texas,Overall,3,2013,Texas2013,168280,602,,,,,,,,,,,,,,,,,,,,,,,0.062,0.168,,R,48,Texas,Middle Private Prison,0,Red,TX,50920,0.46,0.12,42.6,34.4,19.4,47,19.57,13.17,3,7,26448193
